SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	inbred	pa1	pa2	paired	interleaved	r0	r1	r2
bm282	Leaf	MoGxB73		1	m266	FALSE	MoG	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.5.124076.GAGTGG.fastq.gz		
bm283	Leaf	MoGxMo17		1	m267	FALSE	MoG	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.5.124076.GGTAGC.fastq.gz		
bm284	Leaf	NKH8431xB73		1	m268	FALSE	NKH8431	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.6.124083.ACTGAT.fastq.gz		
bm285	Leaf	NKS8326xB73		1	m269	FALSE	NKS8326	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.6.124083.ATGAGC.fastq.gz		
bm286	Leaf	NKS8326xMo17		1	m270	FALSE	NKS8326	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.6.124083.ATTCCT.fastq.gz		
bm287	Leaf	Oh43xB73		1	m271	FALSE	Oh43	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.6.124083.CAAAAG.fastq.gz		
bm288	Leaf	PH207xB73		1	m272	FALSE	PH207	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.7.124088.CAACTA.fastq.gz		
bm289	Leaf	PHB47xB73		1	m273	FALSE	PHB47	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.7.124088.CACCGG.fastq.gz		
bm290	Leaf	PHB47xMo17		1	m274	FALSE	PHB47	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.7.124088.CACGAT.fastq.gz		
bm291	Leaf	PHG29xB73		1	m275	FALSE	PHG29	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.7.124088.CACTCA.fastq.gz		
bm292	Leaf	PHG35xB73		1	m276	FALSE	PHG35	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.5.124076.CAGGCG.fastq.gz		
bm293	Leaf	PHG35xMo17		1	m277	FALSE	PHG35	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.5.124076.CATGGC.fastq.gz		
bm294	Leaf	PHG39xB73		1	m278	FALSE	PHG39	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.8.124093.CATTTT.fastq.gz		
bm295	Leaf	PHG39xMo17		1	m279	FALSE	PHG39	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.8.124093.CCAACA.fastq.gz		
bm296	Leaf	PHG47xMo17		1	m280	FALSE	PHG47	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.8.124093.CGGAAT.fastq.gz		
bm297	Leaf	PHG50xB73		1	m281	FALSE	PHG50	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.8.124093.CTAGCT.fastq.gz		
bm298	Leaf	PHG50xMo17		1	m282	FALSE	PHG50	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.8.124093.CTATAC.fastq.gz		
bm299	Leaf	PHG72xB73		1	m283	FALSE	PHG72	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9163.8.124093.CTCAGA.fastq.gz		
bm300	Leaf	PHJ40xB73		1	m284	FALSE	PHJ40	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.1.124100.GACGAC.fastq.gz		
bm301	Leaf	PHJ40xMo17		1	m285	FALSE	PHJ40	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.1.124100.TAATCG.fastq.gz		
bm302	Leaf	PHN11xB73		1	m286	FALSE	PHN11	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.1.124100.TACAGC.fastq.gz		
bm303	Leaf	PHN11xMo17		1	m287	FALSE	PHN11	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.1.124100.TATAAT.fastq.gz		
bm304	Leaf	PHW65xMo17		1	m288	FALSE	PHW65	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.1.124100.TCATTC.fastq.gz		
bm305	Leaf	Q381xB73		1	m289	FALSE	Q381	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.1.124100.TCCCGA.fastq.gz		
bm306	Leaf	W64AxMo17XB73		1	m290	FALSE	W64A	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.2.124107.TCGAAG.fastq.gz		
bm307	Root	B84xB73		1	m291	FALSE	B84	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.2.124107.TCGGCA.fastq.gz		
bm308	Root	B84xMo17		1	m292	FALSE	B84	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.2.124107.AAACAT.fastq.gz		
bm309	Root	DKFAPWxB73		1	m293	FALSE	DKFAPW	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.2.124107.AAAGCA.fastq.gz		
bm310	Root	DKFAPWxMo17		1	m294	FALSE	DKFAPW	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.2.124107.AAATGC.fastq.gz		
bm311	Root	H99xB73		1	m295	FALSE	H99	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.2.124107.AACAAA.fastq.gz		
bm312	Root	H99xMo17		1	m296	FALSE	H99	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.3.124114.AACTTG.fastq.gz		
bm313	Root	LH123HTxB73		1	m297	FALSE	LH123HT	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.3.124114.AAGACT.fastq.gz		
bm314	Root	LH123HTxMo17		1	m298	FALSE	LH123HT	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.3.124114.AAGCGA.fastq.gz		
bm315	Root	LH145xB73		1	m299	FALSE	LH145	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.3.124114.AAGGAC.fastq.gz		
bm316	Root	LH156xB73		1	m300	FALSE	LH156	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.3.124114.AATAGG.fastq.gz		
bm317	Root	LH85xB73		1	m301	FALSE	LH85	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.3.124114.ACAAAC.fastq.gz		
bm318	Root	LH93xB73		1	m302	FALSE	LH93	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.4.124121.ACATCT.fastq.gz		
bm319	Root	LH93xMo17		1	m303	FALSE	LH93	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.4.124121.ACCCAG.fastq.gz		
bm320	Root	Mo17xB73		1	m304	FALSE	Mo17	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.4.124121.ACCGGC.fastq.gz		
bm321	Root	Mo17xOh43		1	m305	FALSE	Mo17	Oh43	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.4.124121.ACGATA.fastq.gz		
bm322	Root	Mo17xPH207		1	m306	FALSE	Mo17	PH207	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.4.124121.ACTCTC.fastq.gz		
bm323	Root	Mo17xPHG29		1	m307	FALSE	Mo17	PHG29	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.4.124121.AGAAGA.fastq.gz		
bm324	Root	Mo44xB73		1	m308	FALSE	Mo44	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.5.124128.AGATAG.fastq.gz		
bm325	Root	Mo44xMo17		1	m309	FALSE	Mo44	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.5.124128.AGCATC.fastq.gz		
bm326	Root	Mo45xB73		1	m310	FALSE	Mo45	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.5.124128.AGCGCT.fastq.gz		
bm327	Root	Mo45xMo17		1	m311	FALSE	Mo45	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.5.124128.AGGCCG.fastq.gz		
bm328	Root	MoGxB73		1	m312	FALSE	MoG	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.5.124128.ATACGG.fastq.gz		
bm329	Root	MoGxMo17		1	m313	FALSE	MoG	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.5.124128.ATCCTA.fastq.gz		
bm330	Root	NKH8431xB73		1	m314	FALSE	NKH8431	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.6.124135.ATCTAT.fastq.gz		
bm331	Root	NKS8326xB73		1	m315	FALSE	NKS8326	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.6.124135.CCACGC.fastq.gz		
bm332	Root	NKS8326xMo17		1	m316	FALSE	NKS8326	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.6.124135.CCCATG.fastq.gz		
bm333	Root	Oh43xB73		1	m317	FALSE	Oh43	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.6.124135.CCGCAA.fastq.gz		
bm334	Root	PH207xB73		1	m318	FALSE	PH207	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.6.124135.CCTTAG.fastq.gz		
bm335	Root	PHB47xB73		1	m319	FALSE	PHB47	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.6.124135.CGAGAA.fastq.gz		
bm336	Root	PHB47xMo17		1	m320	FALSE	PHB47	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.7.124142.CTGCTG.fastq.gz		
bm337	Root	PHG29xB73		1	m321	FALSE	PHG29	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.7.124142.GAAACC.fastq.gz		
bm338	Root	PHG35xB73		1	m322	FALSE	PHG35	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.7.124142.GAATAA.fastq.gz		
bm339	Root	PHG35xMo17		1	m323	FALSE	PHG35	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.7.124142.GACGGA.fastq.gz		
bm340	Root	PHG39xB73		1	m324	FALSE	PHG39	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.7.124142.GATATA.fastq.gz		
bm341	Root	PHG39xMo17		1	m325	FALSE	PHG39	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.7.124142.GATGCT.fastq.gz		
bm342	Root	PHG47xB73		1	m326	FALSE	PHG47	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.8.124149.GCAAGG.fastq.gz		
bm343	Root	PHG50xB73		1	m327	FALSE	PHG50	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.8.124149.GCACTT.fastq.gz		
bm344	Root	PHG50xMo17		1	m328	FALSE	PHG50	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.8.124149.GCCTTA.fastq.gz		
bm345	Root	PHG72xB73		1	m329	FALSE	PHG72	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.8.124149.GCTCCA.fastq.gz		
bm346	Root	PHJ40xB73		1	m330	FALSE	PHJ40	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.8.124149.GGCACA.fastq.gz		
bm347	Root	PHJ40xMo17		1	m331	FALSE	PHJ40	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9162.8.124149.GGCCTG.fastq.gz		
bm348	Root	PHN11xB73		1	m332	FALSE	PHN11	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9179.7.124642.TGAATG.fastq.gz		
bm349	Root	PHN11xMo17		1	m333	FALSE	PHN11	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9179.7.124642.TGCCAT.fastq.gz		
bm350	Root	PHW65xB73		1	m334	FALSE	PHW65	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9179.7.124642.TGCTGG.fastq.gz		
bm351	Root	PHW65xMo17		1	m335	FALSE	PHW65	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9179.7.124642.TGGCGC.fastq.gz		
bm352	Root	Q381xB73		1	m336	FALSE	Q381	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9179.7.124642.TTCGAA.fastq.gz		
bm353	Root	W64AxB73		1	m337	FALSE	W64A	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9179.7.124642.TTCTCC.fastq.gz		
bm354	Root	W64AxMo17		1	m338	FALSE	W64A	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.1.125111.CGATGT.fastq.gz		
bm355	Shoot	DKFAPWxB73		1	m339	FALSE	DKFAPW	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.1.125111.TTAGGC.fastq.gz		
bm356	Shoot	H99xB73		1	m340	FALSE	H99	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.1.125111.TGACCA.fastq.gz		
bm357	Shoot	LH123HTxMo17		1	m341	FALSE	LH123HT	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.1.125111.ACAGTG.fastq.gz		
bm358	Shoot	LH156xB73		1	m342	FALSE	LH156	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.1.125111.GCCAAT.fastq.gz		
bm359	Shoot	Mo17xOh43		1	m343	FALSE	Mo17	Oh43	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.1.125111.CAGATC.fastq.gz		
bm360	Shoot	Mo17xPHG29		1	m344	FALSE	Mo17	PHG29	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.2.125118.GATCAG.fastq.gz		
bm361	Shoot	Mo44xMo17		1	m345	FALSE	Mo44	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.2.125118.TAGCTT.fastq.gz		
bm362	Shoot	MoGxMo17		1	m346	FALSE	MoG	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.2.125118.GGCTAC.fastq.gz		
bm363	Shoot	PHB47xMo17		1	m347	FALSE	PHB47	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.2.125118.CTTGTA.fastq.gz		
bm364	Shoot	PHG35xMo17		1	m348	FALSE	PHG35	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.2.125118.AGTCAA.fastq.gz		
bm365	Shoot	PHG39xMo17		1	m349	FALSE	PHG39	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.2.125118.AGTTCC.fastq.gz		
bm366	Shoot	PHG50xB73		1	m350	FALSE	PHG50	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.3.125125.ATGTCA.fastq.gz		
bm367	Shoot	PHW65xB73		1	m351	FALSE	PHW65	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.3.125125.CCGTCC.fastq.gz		
bm368	Shoot	PHW65xMo17		1	m352	FALSE	PHW65	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.3.125125.GTAGAG.fastq.gz		
bm369	Shoot	Q381xB73		1	m353	FALSE	Q381	B73	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.3.125125.GTCCGC.fastq.gz		
bm370	Shoot	W64AxMo17		1	m354	FALSE	W64A	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.3.125125.GTGAAA.fastq.gz		
bm371	Endosperm	B73xPH207		1	m355	FALSE	B73	PH207	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.3.125125.GTGGCC.fastq.gz		
bm372	Endosperm	NC230xPH207		1	m356	FALSE	NC230	PH207	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.4.125132.GTTTCG.fastq.gz		
bm373	Internode	Mo45xMo17		1	m357	FALSE	Mo45	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.4.125132.CGTACG.fastq.gz		
bm374	Shoot	NKS8326xMo17		1	m358	FALSE	NKS8326	Mo17	TRUE	TRUE	/home/hirschc1/shared/Archive/reads/biomap/RNAseq/JGI.230715.ZeamayEProfiling_4/9200.4.125132.GAGTGG.fastq.gz		
